hydroxypyruvate isomerase,hyi,TUPLE // G6277-MONOMER // 2,hydroxypyruvate isomerase,,,
HypA-HypB heterodimer,"hypB"" // ""hypA",TUPLE // EG10484-MONOMER // 1 // TUPLE // EG10483-MONOMER // 1,"hydrogenase isoenzymes nickel incorporation protein HypB"" // ""hydrogenase 3 nickel incorporation protein HypA",,,
HypCD complex involved in hydrogenase maturation,"hypC"" // ""hypD",TUPLE // EG10485-MONOMER // 1 // TUPLE // EG10486-MONOMER // 1,"hydrogenase 3 maturation protein HypC"" // ""HypD, scaffold protein for assembly of the Fe-(CN)<sub>2</sub>CO cofactor",,,
hypoxanthine phosphoribosyltransferase,hpt,TUPLE // HYPOXANPRIBOSYLTRAN-MONOMER // 4,hypoxanthine phosphoribosyltransferase,,,
HypT-[Met-oxidized] DNA-binding transcriptional dual regulator,hypT,TUPLE // G7924-MONOMER // 2,DNA-binding transcriptional dual regulator HypT,,,
HypT-[Met]reduced,hypT,TUPLE // G7924-MONOMER // 2,DNA-binding transcriptional dual regulator HypT,,,
"imidazole glycerol phosphate synthase subunit HisH"" // ""imidazole glycerol phosphate synthase subunit HisF","hisF"" // ""hisH",TUPLE // CYCLASE-MONOMER // 1 // TUPLE // GLUTAMIDOTRANS-MONOMER // 1,"imidazole glycerol phosphate synthase subunit HisF"" // ""imidazole glycerol phosphate synthase subunit HisH",,,
imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase,hisB,TUPLE // IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER // 2,imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase,,,
IMP dehydrogenase,guaB,TUPLE // IMP-DEHYDROG-MONOMER // 4,IMP dehydrogenase,,,
inorganic pyrophosphatase,ppa,TUPLE // INORGPYROPHOSPHAT-MONOMER // 6,inorganic pyrophosphatase,,,
inosine/guanosine kinase,gsk,TUPLE // GSK-MONOMER // 2,inosine/guanosine kinase,,,
intermembrane phospholipid transport system,"mlaF"" // ""mlaE"" // ""mlaD"" // ""mlaB",TUPLE // YRBF-MONOMER // 2 // TUPLE // YRBE-MONOMER // 2 // TUPLE // EG12799-MONOMER // 6 // TUPLE // G7658-MONOMER // 2,"intermembrane phospholipid transport system, ATP binding subunit MlaF"" // ""intermembrane phospholipid transport system, integral membrane subunit MlaE"" // ""intermembrane phospholipid transport system, substrate binding protein MlaD"" // ""intermembrane phospholipid transport system protein MlaB",,,
intermembrane transport protein PqiB,pqiB,TUPLE // G6491-MONOMER // 6,intermembrane transport protein PqiB,,,
iron(III) hydroxamate ABC transporter,"fhuD"" // ""fhuB"" // ""fhuC",TUPLE // FHUD-MONOMER // 1 // TUPLE // FHUB-MONOMER // 1 // TUPLE // FHUC-MONOMER // 2,"iron(III) hydroxamate ABC transporter periplasmic binding protein"" // ""iron(III) hydroxamate ABC transporter membrane subunit"" // ""iron(III) hydroxamate ABC transporter ATP binding subunit",,,
iron-sulfur cluster insertion protein ErpA,erpA,TUPLE // EG12332-MONOMER // 2,iron-sulfur cluster insertion protein ErpA,,,
iron-sulfur cluster insertion protein IscA,iscA,TUPLE // EG12132-MONOMER // 4,iron-sulfur cluster insertion protein IscA,,,
iron-sulfur cluster insertion protein NfuA,nfuA,TUPLE // G7748-MONOMER // 2,iron-sulfur cluster insertion protein NfuA,,,
iron-sulfur cluster insertion protein SufA,sufA,TUPLE // EG11378-MONOMER // 2,iron-sulfur cluster insertion protein SufA,,,
IS2 insertion element repressor InsA,insC-1,TUPLE // G6212-MONOMER // 2,IS2 element protein InsA,,,
isoaspartyl dipeptidase,iadA,TUPLE // G7925-MONOMER // 8,isoaspartyl dipeptidase,,,
isoaspartyl dipeptidase / asparaginase III,iaaA,TUPLE // MONOMER0-3 // 2 // TUPLE // MONOMER0-2 // 2,"&beta; cleavage product of IaaA"" // ""&alpha; cleavage product of IaaA"" // ""isoaspartyl dipeptidase proenzyme",,,
isochorismate synthase MenF,menF,TUPLE // MENF-MONOMER // 2,isochorismate synthase MenF,,,
isocitrate dehydrogenase,icd,TUPLE // ISOCITDEH-SUBUNIT // 2,isocitrate dehydrogenase,,,
isocitrate dehydrogenase kinase/phosphatase,aceK,TUPLE // ICITDEHASE-KIN-PHOSPHA // 2,isocitrate dehydrogenase kinase/phosphatase,,,
isocitrate dehydrogenase-P,icd,TUPLE // ISOCITDEH-SUBUNIT // 2,isocitrate dehydrogenase,,,
isocitrate lyase,aceA,TUPLE // ISOCIT-LYASE-MONOMER // 4,isocitrate lyase,,,
isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor,aidB,TUPLE // EG11811-MONOMER // 4,putative acyl-CoA dehydrogenase AidB,,,
K<sup>+</sup> : H<sup>+</sup> antiporter KefC,kefC,TUPLE // KEFC-MONOMER // 2,K<sup>+</sup> : H<sup>+</sup> antiporter KefC,,,
K<sup>+</sup> transporting P-type ATPase,"kdpC"" // ""kdpB"" // ""kdpA"" // ""kdpF",TUPLE // EG10515-MONOMER // 1 // TUPLE // KDPB-MONOMER // 1 // TUPLE // EG10513-MONOMER // 1 // TUPLE // MONOMER0-12 // 1,"K<sup>+</sup> transporting P-type ATPase subunit KdpC"" // ""K<sup>+</sup> transporting P-type ATPase subunit KdpB"" // ""K<sup>+</sup> transporting P-type ATPase subunit KdpA"" // ""K<sup>+</sup> transporting P-type ATPase subunit KdpF",,,
KdpE-Phosphorylated DNA-binding transcriptional activator,kdpE,TUPLE // PHOSPHO-KDPE // 2,"KdpE-Phosphorylated"" // ""DNA-binding transcriptional activator KdpE",,,
ketol-acid reductoisomerase (NADP<sup>+</sup>),ilvC,TUPLE // KETOLREDUCTOISOM-MONOMER // 4,ketol-acid reductoisomerase (NADP<sup>+</sup>),,,
KHG/KDPG aldolase,eda,TUPLE // KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER // 3,KHG/KDPG aldolase,,,
"L(+)-tartrate dehydratase subunit &alpha;"" // ""L(+)-tartrate dehydratase subunit &beta;","ttdB"" // ""ttdA",TUPLE // TTDB-MONOMER // 2 // TUPLE // TTDA-MONOMER // 2,"L(+)-tartrate dehydratase subunit &beta;"" // ""L(+)-tartrate dehydratase subunit &alpha;",,,
"L-1,2-propanediol dehydrogenase / glycerol dehydrogenase",gldA,TUPLE // GLYCDEH-MONOMER // 8,"L-1,2-propanediol dehydrogenase / glycerol dehydrogenase",,,
"L-1,2-propanediol oxidoreductase",fucO,TUPLE // LACTALDREDUCT-MONOMER // 2,"L-1,2-propanediol oxidoreductase",,,
L-amino acid N-acyltransferase,mnaT,TUPLE // G6759-MONOMER // 2,L-amino acid N-acyltransferase,,,
L-arabinose isomerase,araA,TUPLE // ARABISOM-MONOMER // 6,L-arabinose isomerase,,,
L-arginine ABC transporter,"artP"" // ""artM"" // ""artQ"" // ""artJ",TUPLE // ARTP-MONOMER // 2 // TUPLE // ARTM-MONOMER // 1 // TUPLE // ARTQ-MONOMER // 1 // TUPLE // ARTJ-MONOMER // 1,"L-arginine ABC transporter ATP binding subunit"" // ""L-arginine ABC transporter membrane subunit ArtM"" // ""L-arginine ABC transporter membrane subunit ArtQ"" // ""L-arginine ABC transporter periplasmic binding protein",,,
L-ascorbate specific PTS enzyme II,"ulaA"" // ""ulaB"" // ""ulaC",TUPLE // SGAT-MONOMER // 2 // TUPLE // YJFT-MONOMER // 1 // TUPLE // YJFU-MONOMER // 1,"L-ascorbate specific PTS enzyme IIC component"" // ""L-ascorbate specific PTS enzyme IIB component"" // ""L-ascorbate specific PTS enzyme IIA component",,,
L-ascorbate-6-phosphate lactonase,ulaG,TUPLE // G7855-MONOMER // 6,L-ascorbate-6-phosphate lactonase,,,
L-asparaginase 1,ansA,TUPLE // ANSA-MONOMER // 4,L-asparaginase 1,,,
L-carnitine:&gamma;-butyrobetaine antiporter,caiT,TUPLE // CAIT-MONOMER // 3,L-carnitine:&gamma;-butyrobetaine antiporter,,,
L-cysteine desulfurase,sufS,TUPLE // G6906-MONOMER // 2,L-cysteine desulfurase,,,
L-fucose isomerase,fucI,TUPLE // FUCISOM-MONOMER // 6,L-fucose isomerase,,,
L-fucose mutarotase,fucU,TUPLE // EG10355-MONOMER // 6,L-fucose mutarotase,,,
L-fuculose-phosphate aldolase,fucA,TUPLE // FUCPALDOL-MONOMER // 4,L-fuculose-phosphate aldolase,,,
L-glutamine ABC transporter,"glnH"" // ""glnP"" // ""glnQ",TUPLE // GLNH-MONOMER // 1 // TUPLE // GLNP-MONOMER // 2 // TUPLE // GLNQ-MONOMER // 2,"L-glutamine ABC transporter periplasmic binding protein"" // ""L-glutamine ABC transporter membrane subunit"" // ""L-glutamine ABC transporter ATP binding subunit",,,
L-glutamine&mdash;D-fructose-6-phosphate aminotransferase,glmS,TUPLE // L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER // 2,L-glutamine&mdash;D-fructose-6-phosphate aminotransferase,,,
L-methionine/D-methionine ABC transporter,"metQ"" // ""metI"" // ""metN",TUPLE // METQ-MONOMER // 1 // TUPLE // METI-MONOMER // 2 // TUPLE // ABC-MONOMER // 2,"L-methionine/D-methionine ABC transporter membrane anchored binding protein"" // ""L-methionine/D-methionine ABC transporter membrane subunit"" // ""L-methionine/D-methionine ABC transporter ATP binding subunit",,,
L-rhamnonate dehydratase,rhmD,TUPLE // G7160-MONOMER // 8,L-rhamnonate dehydratase,,,
L-rhamnose isomerase,rhaA,TUPLE // RHAMNISOM-MONOMER // 4,L-rhamnose isomerase,,,
L-rhamnose mutarotase,rhaM,TUPLE // EG11865-MONOMER // 2,L-rhamnose mutarotase,,,
L-ribulose-5-phosphate 4-epimerase AraD,araD,TUPLE // RIBULPEPIM-MONOMER // 4,L-ribulose-5-phosphate 4-epimerase AraD,,,
L-serine deaminase III,tdcG,TUPLE // LSERINEDEAM3-MONOMER // 2,L-serine deaminase III,,,
L-valine exporter,"ygaH"" // ""ygaZ",TUPLE // G7406-MONOMER // 1 // TUPLE // G7405-MONOMER // 1,"L-valine exporter subunit YgaH"" // ""L-valine exporter subunit YgaZ",,,
L-xylulose kinase,lyxK,TUPLE // LYXK-MONOMER // 2,L-xylulose kinase,,,
large conductance mechanosensitive channel,mscL,TUPLE // EG11180-MONOMER // 5,large conductance mechanosensitive channel,,,
leucine / L-phenylalanine ABC transporter,"livF"" // ""livG"" // ""livH"" // ""livM"" // ""livK",TUPLE // LIVF-MONOMER // 1 // TUPLE // LIVG-MONOMER // 1 // TUPLE // LIVH-MONOMER // 1 // TUPLE // LIVM-MONOMER // 1 // TUPLE // LIVK-MONOMER // 1,"branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF"" // ""branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG"" // ""branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH"" // ""branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM"" // ""L-leucine/L-phenylalanine ABC transporter periplasmic binding protein",,,
lipid A disaccharide synthase,lpxB,TUPLE // LIPIDADISACCHARIDESYNTH-MONOMER // 8,lipid A disaccharide synthase,,,
lipid hydroperoxide peroxidase,tpx,TUPLE // G6660-MONOMER // 2,lipid hydroperoxide peroxidase,,,
Lipid IV<sub>A</sub> palmitoyltransferase,pagP,TUPLE // EG12180-MONOMER // 2,Lipid IV<sub>A</sub> palmitoyltransferase,,,
lipoamide dehydrogenase,lpd,TUPLE // E3-MONOMER // 2,lipoamide dehydrogenase,,,
lipopolysaccharide transport system,"lptF"" // ""lptB"" // ""lptA"" // ""lptC"" // ""lptG"" // ""lptD"" // ""lptE",TUPLE // G7888-MONOMER // 1 // TUPLE // YHBG-MONOMER // 2 // TUPLE // YHBN-MONOMER // 1 // TUPLE // G7664-MONOMER // 1 // TUPLE // G7889-MONOMER // 1 // TUPLE // CPLX0-7628 // 1 // TUPLE // EG11569-MONOMER // 1 // TUPLE // EG10855-MONOMER // 1,"lipopolysaccharide transport system protein LptF"" // ""lipopolysaccharide transport system ATP binding protein"" // ""lipopolysaccharide transport system protein LptA"" // ""lipopolysaccharide transport system protein LptC"" // ""lipopolysaccharide transport system protein LptG"" // ""lipopolysaccharide assembly protein LptD"" // ""lipopolysaccharide assembly protein LptE",,,
lipopolysaccharide transport system - outer membrane assembly complex,"lptE"" // ""lptD",TUPLE // EG10855-MONOMER // 1 // TUPLE // EG11569-MONOMER // 1,"lipopolysaccharide assembly protein LptE"" // ""lipopolysaccharide assembly protein LptD",,,
lipoprotein NlpI,nlpI,TUPLE // EG12371-MONOMER // 2,lipoprotein NlpI,,,
lipoprotein release complex,"lolC"" // ""lolD"" // ""lolE",TUPLE // YCFU-MONOMER // 1 // TUPLE // YCFV-MONOMER // 2 // TUPLE // YCFW-MONOMER // 1,"lipoprotein release complex - inner membrane subunit"" // ""lipoprotein release complex - ATP binding subunit"" // ""lipoprotein release complex - inner membrane subunit",,,
lipoyl synthase,lipA,TUPLE // EG11306-MONOMER // 2,lipoyl synthase,,,
Lon protease,lon,TUPLE // EG10542-MONOMER // 6,Lon protease,,,
low-specificity L-threonine aldolase,ltaE,TUPLE // LTAA-MONOMER // 4,low-specificity L-threonine aldolase,,,
lysine / arginine / ornithine ABC transporter,"argT"" // ""hisM"" // ""hisP"" // ""hisQ",TUPLE // ARGT-MONOMER // 1 // TUPLE // HISM-MONOMER // 1 // TUPLE // HISP-MONOMER // 2 // TUPLE // HISQ-MONOMER // 1,"lysine/arginine/ornithine ABC transporter periplasmic binding protein"" // ""lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisM"" // ""lysine/arginine/ornithine ABC transporter / histidine ABC transporter, ATP binding subunit"" // ""lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ",,,
lysine decarboxylase 1,cadA,TUPLE // LYSDECARBOX-MONOMER // 10,lysine decarboxylase 1,,,
lysine decarboxylase 2,ldcC,TUPLE // LDC2-MONOMER // 10,lysine decarboxylase 2,,,
lysine&mdash;tRNA ligase/Ap<sub>4</sub>A synthetase/Ap<sub>3</sub>A synthetase,lysU,TUPLE // LYSU-MONOMER // 2,lysine&mdash;tRNA ligase/Ap<sub>4</sub>A synthetase/Ap<sub>3</sub>A synthetase,,,
"lysine&mdash;tRNA ligase, constitutive",lysS,TUPLE // LYSS-MONOMER // 2,"lysine&mdash;tRNA ligase, constitutive",,,
macrodomain Ter protein,matP,TUPLE // EG12855-MONOMER // 2,macrodomain Ter protein,,,
macrolide ABC exporter,"macA"" // ""macB"" // ""tolC",TUPLE // MACA // 6 // TUPLE // MACB // 2 // TUPLE // EG11009-MONOMER // 2,"macrolide ABC exporter membrane fusion protein"" // ""macrolide ABC exporter, ATP binding/membrane subunit"" // ""outer membrane channel TolC",,,
malate dehydrogenase,mdh,TUPLE // MALATE-DEHASE-MONOMER // 2,malate dehydrogenase,,,
malate dehydrogenase,maeB,TUPLE // MALIC-NADP-MONOMER // 6,malate dehydrogenase,,,
"malate dehydrogenase, NAD-requiring",maeA,TUPLE // MALIC-NAD-MONOMER // 4,"malate dehydrogenase, NAD-requiring",,,
maltodextrin phosphorylase,malP,TUPLE // MALDEXPHOSPHORYL-MONOMER // 2,maltodextrin phosphorylase,,,
maltose ABC transporter,"malE"" // ""malG"" // ""malF"" // ""malK",TUPLE // MALE-MONOMER // 1 // TUPLE // MALG-MONOMER // 1 // TUPLE // MALF-MONOMER // 1 // TUPLE // MALK-MONOMER // 2,"maltose ABC transporter periplasmic binding protein"" // ""maltose ABC transporter membrane subunit MalG"" // ""maltose ABC transporter membrane subunit MalF"" // ""maltose ABC transporter ATP binding subunit",,,
maltose <i>O</i>-acetyltransferase,maa,TUPLE // MALTACETYLTRAN-MONOMER // 3,maltose <i>O</i>-acetyltransferase,,,
maltose outer membrane porin / phage lambda receptor protein,lamB,TUPLE // EG10528-MONOMER // 3,maltose outer membrane porin / phage lambda receptor protein,,,
mannitol-specific PTS enzyme II,mtlA,TUPLE // MTLA-MONOMER // 2,mannitol-specific PTS enzyme IICBA component,,,
mannitol-specific PTS enzyme II CmtBA,"cmtA"" // ""cmtB",TUPLE // CMTA-MONOMER // 1 // TUPLE // CMTB-MONOMER // 1,"mannitol-specific PTS enzyme IICB component CmtA"" // ""mannitol-specific PTS enzyme IIA component CmtB",,,
mannose-specific PTS enzyme II,"manX"" // ""manY"" // ""manZ",TUPLE // MANX-MONOMER // 2 // TUPLE // MANY-MONOMER // 1 // TUPLE // MANZ-MONOMER // 2,"mannose-specific PTS enzyme IIAB component"" // ""mannose-specific PTS enzyme IIC component"" // ""mannose-specific PTS enzyme IID component",,,
mannose-specific PTS enzyme IIAB component,manX,TUPLE // MANX-MONOMER // 2,mannose-specific PTS enzyme IIAB component,,,
MazE antitoxin of the MazF-MazE toxin-antitoxin system / DNA-binding transcriptional repressor,mazE,TUPLE // EG10571-MONOMER // 2,antitoxin of the MazF-MazE toxin-antitoxin system MazE,,,
MazE-MazF antitoxin/toxin complex / DNA-binding transcriptional repressor,"mazE"" // ""mazF",TUPLE // CPLX0-841 // 1 // TUPLE // EG10571-MONOMER // 2 // TUPLE // CPLX0-1241 // 2 // TUPLE // EG11249-MONOMER // 4,"antitoxin of the MazF-MazE toxin-antitoxin system MazE"" // ""endoribonuclease toxin MazF",,,
MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity,mazF,TUPLE // EG11249-MONOMER // 2,endoribonuclease toxin MazF,,,
McrBC restriction endonuclease,"mcrC"" // ""mcrB",TUPLE // EG10575-MONOMER // 1 // TUPLE // EG10574-MONOMER // 1,"5-methylcytosine-specific restriction enzyme subunit McrC"" // ""5-methylcytosine-specific restriction enzyme subunit McrB",,,
methionine adenosyltransferase,metK,TUPLE // S-ADENMETSYN-MONOMER // 4,methionine adenosyltransferase,,,
methionine&mdash;tRNA ligase,metG,TUPLE // METG-MONOMER // 2,methionine&mdash;tRNA ligase,,,
methyl-accepting chemotaxis protein - dipeptide-sensing,tap,TUPLE // TAP-MONOMER // 2,methyl-accepting chemotaxis protein Tap,,,
methyl-accepting chemotaxis protein - serine-sensing,tsr,TUPLE // TSR-MONOMER // 2,methyl-accepting chemotaxis protein Tsr,,,
methyl-accepting chemotaxis protein Tar,tar,TUPLE // TAR-MONOMER // 2,methyl-accepting chemotaxis protein Tar,,,
methyl-accepting chemotaxis protein Trg - ribose/galactose/glucose-sensing,trg,TUPLE // TRG-MONOMER // 2,methyl-accepting chemotaxis protein Trg,,,
methylglyoxal synthase,mgsA,TUPLE // METHGLYSYN-MONOMER // 6,methylglyoxal synthase,,,
methylmalonyl-CoA decarboxylase,scpB,TUPLE // G7516-MONOMER // 6,methylmalonyl-CoA decarboxylase,,,
methylmalonyl-CoA mutase,scpA,TUPLE // METHYLMALONYL-COA-MUT-MONOMER // 2,methylmalonyl-CoA mutase,,,
methylphosphonate degradation complex,"phnI"" // ""phnG"" // ""phnH"" // ""phnL",TUPLE // EG10718-MONOMER // 1 // TUPLE // EG10716-MONOMER // 1 // TUPLE // EG10717-MONOMER // 1 // TUPLE // PHNL-MONOMER // 1,"carbon-phosphorus lyase core complex subunit PhnI"" // ""carbon-phosphorus lyase core complex subunit PhnG"" // ""carbon-phosphorus lyase core complex subunit PhnH"" // ""methylphosphonate degradation complex subunit PhnL",,,
MetJ-S-adenosylmethionine DNA-binding transcriptional repressor,metJ,TUPLE // MONOMER0-157 // 2 // TUPLE // S-ADENOSYLMETHIONINE // 2 // TUPLE // PD04032 // 2,DNA-binding transcriptional repressor MetJ,,,
miniconductance mechanosensitive channel MscM,mscM,TUPLE // G7840-MONOMER // 7,miniconductance mechanosensitive channel MscM,,,
miniconductance mechanosensitive channel YbdG,ybdG,TUPLE // G6323-MONOMER // 7,miniconductance mechanosensitive channel YbdG,,,
MntR-Mn<sup>2+</sup> DNA-binding transcriptional dual regulator,mntR,TUPLE // CPLX0-7701 // 2 // TUPLE // G6420-MONOMER // 2 // TUPLE // MN+2 // 2,DNA-binding transcriptional dual regulator MntR,,,
MoaB protein,moaB,TUPLE // MONOMER0-1501 // 6,MoaB protein,,,
moderate conductance mechanosensitive channel,ybiO,TUPLE // G6417-MONOMER // 7,moderate conductance mechanosensitive channel,,,
"molecular chaperone, HSP90 family",htpG,TUPLE // EG10461-MONOMER // 2,"molecular chaperone, HSP90 family",,,
molybdate ABC transporter,"modA"" // ""modB"" // ""modC",TUPLE // MODA-MONOMER // 1 // TUPLE // MODB-MONOMER // 2 // TUPLE // MODC-MONOMER // 1,"molybdate ABC transporter periplasmic binding protein"" // ""molybdate ABC transporter membrane subunit"" // ""molybdate ABC transporter ATP binding subunit",,,
molybdenum cofactor insertion chaperone for PaoABC,paoD,TUPLE // G6154-MONOMER // 2,molybdenum cofactor insertion chaperone for PaoABC,,,
molybdopterin adenylyltransferase,mog,TUPLE // EG11511-MONOMER // 3,molybdopterin adenylyltransferase,,,
molybdopterin molybdotransferase,moeA,TUPLE // EG10153-MONOMER // 2,molybdopterin molybdotransferase,,,
molybdopterin synthase,"moaE"" // ""moaD",TUPLE // EG11598-MONOMER // 2 // TUPLE // EG11597-MONOMER // 2,"molybdopterin synthase catalytic subunit"" // ""MoaD-S"" // ""molybdopterin synthase sulfur carrier subunit",,,
molybdopterin-guanine dinucleotide biosynthesis adaptor protein,mobB,TUPLE // EG11828-MONOMER // 2,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,,,
molybdopterin-synthase adenylyltransferase,moeB,TUPLE // EG10154-MONOMER // 2,molybdopterin-synthase adenylyltransferase,,,
monoacetylchitobiose-6-phosphate hydrolase,chbF,TUPLE // EG10144-MONOMER // 4,monoacetylchitobiose-6-phosphate hydrolase,,,
MqsA-MqsR antitoxin/toxin complex,"mqsR"" // ""mqsA",TUPLE // G7572-MONOMER // 4 // TUPLE // G7571-MONOMER // 2,"mRNA interferase / toxin of the MqsR-MqsA toxin-antitoxin system"" // ""antitoxin of the MqsRA toxin-antitoxin system / DNA-binding transcriptional repressor MqsA",,,
MtlR-HPr,"ptsH"" // ""mtlR",TUPLE // PTSH-MONOMER // 4 // TUPLE // PD00369 // 4,"HPr - phosphorylated"" // ""phosphocarrier protein HPr"" // ""transcriptional repressor MtlR",,,
MukEF complex,"mukF"" // ""mukE",TUPLE // CPLX0-7698 // 1 // TUPLE // EG12165-MONOMER // 2 // TUPLE // EG11252-MONOMER // 4,"chromosome partitioning protein MukF"" // ""chromosome partitioning protein MukE",,,
MukF dimer,mukF,TUPLE // EG12165-MONOMER // 2,chromosome partitioning protein MukF,,,
multidrug / betaine / choline efflux pump EmrE,emrE,TUPLE // EMRE-MONOMER // 2,multidrug/betaine/choline efflux transporter EmrE,,,
multidrug ABC exporter,"ybhF"" // ""ybhR"" // ""ybhS",TUPLE // YBHF-MONOMER // 1 // TUPLE // YBHR-MONOMER // 1 // TUPLE // YBHS-MONOMER // 1,"multidrug ABC exporter ATP binding subunit"" // ""multidrug ABC exporter membrane subunit YbhR"" // ""multidrug ABC exporter membrane subunit YbhS",,,
multidrug efflux pump AcrAB-TolC,"acrB"" // ""tolC"" // ""acrA",TUPLE // ACRB-MONOMER // 3 // TUPLE // CPLX0-7964 // 1 // TUPLE // EG11009-MONOMER // 3 // TUPLE // EG11703-MONOMER // 6,"multidrug efflux pump RND permease AcrB"" // ""outer membrane channel TolC"" // ""multidrug efflux pump membrane fusion protein AcrA",,,
multidrug efflux pump AcrAD-TolC,"tolC"" // ""acrA"" // ""acrD",TUPLE // CPLX0-7964 // 1 // TUPLE // EG11009-MONOMER // 3 // TUPLE // EG11703-MONOMER // 1 // TUPLE // ACRD-MONOMER // 3,"outer membrane channel TolC"" // ""multidrug efflux pump membrane fusion protein AcrA"" // ""multidrug efflux pump RND permease AcrD",,,
multidrug efflux pump AcrEF-TolC,"tolC"" // ""acrF"" // ""acrE",TUPLE // CPLX0-7964 // 1 // TUPLE // EG11009-MONOMER // 3 // TUPLE // ACRF-MONOMER // 3 // TUPLE // EG10266-MONOMER // 1,"outer membrane channel TolC"" // ""multidrug efflux pump RND permease AcrF"" // ""multidrug efflux pump membrane fusion protein AcrE",,,
multidrug efflux pump EmrAB-TolC,"tolC"" // ""emrB"" // ""emrA",TUPLE // CPLX0-7964 // 1 // TUPLE // EG11009-MONOMER // 3 // TUPLE // EMRB-MONOMER // 1 // TUPLE // EG11354-MONOMER // 1,"outer membrane channel TolC"" // ""multidrug efflux pump membrane subunit EmrB"" // ""multidrug efflux pump membrane fusion protein EmrA",,,
multidrug efflux pump EmrKY-TolC,"tolC"" // ""emrY"" // ""emrK",TUPLE // CPLX0-7964 // 1 // TUPLE // EG11009-MONOMER // 3 // TUPLE // EMRY-MONOMER // 1 // TUPLE // G7233-MONOMER // 1,"outer membrane channel TolC"" // ""multidrug efflux pump membrane subunit EmrY"" // ""multidrug efflux pump membrane fusion protein EmrK",,,
multidrug efflux pump MdtABC-TolC,"mdtA"" // ""mdtB"" // ""mdtC"" // ""tolC",TUPLE // MDTA // 1 // TUPLE // B2075-MONOMER // 2 // TUPLE // B2076-MONOMER // 1 // TUPLE // CPLX0-7964 // 1 // TUPLE // EG11009-MONOMER // 3,"multidrug efflux pump membrane fusion protein MdtA"" // ""multidrug efflux pump RND permease subunit MdtB"" // ""multidrug efflux pump RND permease subunit MdtC"" // ""outer membrane channel TolC",,,
multidrug efflux pump MdtEF-TolC,"mdtF"" // ""mdtE"" // ""tolC",TUPLE // YHIV-MONOMER // 3 // TUPLE // EG12240-MONOMER // 3 // TUPLE // CPLX0-7964 // 1 // TUPLE // EG11009-MONOMER // 3,"multidrug efflux pump RND permease MdtF"" // ""multidrug efflux pump membrane fusion protein MdtE"" // ""outer membrane channel TolC",,,
multidrug/spermidine efflux pump,"mdtI"" // ""mdtJ",TUPLE // B1599-MONOMER // 1 // TUPLE // B1600-MONOMER // 1,"multidrug/spermidine efflux pump membrane subunit MdtI"" // ""multidrug/spermidine efflux pump membrane subunit MdtJ",,,
multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,tesA,TUPLE // THIOESTERI-MONOMER // 4,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,,,
multifunctional nuclease Cas1,cas1,TUPLE // G7425-MONOMER // 2,multifunctional nuclease Cas1,,,
murein tripeptide ABC transporter,"mppA"" // ""oppF"" // ""oppD"" // ""oppC"" // ""oppB",TUPLE // G6665-MONOMER // 1 // TUPLE // OPPF-MONOMER // 1 // TUPLE // OPPD-MONOMER // 1 // TUPLE // OPPC-MONOMER // 1 // TUPLE // OPPB-MONOMER // 1,"murein tripeptide ABC transporter periplasmic binding protein"" // ""murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppF"" // ""murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppD"" // ""murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC"" // ""murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB",,,
murein tripeptide amidase A,mpaA,TUPLE // G6662-MONOMER // 2,murein tripeptide amidase A,,,
"MutHLS complex, methyl-directed mismatch repair","mutH"" // ""mutS"" // ""mutL",TUPLE // EG10624-MONOMER // 1 // TUPLE // EG10625-MONOMER // 2 // TUPLE // EG11281-MONOMER // 1,"DNA mismatch repair protein MutH"" // ""DNA mismatch repair protein MutS"" // ""DNA mismatch repair protein MutL",,,
"<I>N,N'</I>-diacetylchitobiose-specific PTS enzyme II","chbB"" // ""chbC"" // ""chbA",TUPLE // CELA-MONOMER // 1 // TUPLE // CELB-MONOMER // 1 // TUPLE // CELC-MONOMER // 1,"<I>N,N'</I>-diacetylchitobiose-specific PTS enzyme IIB component"" // ""<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIC component"" // ""<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIA component",,,
